TOP.5fa21a5f.00008b1c	START
TOP.5fa2b72c.0009e7a1	user_options->hook_threads	8
TOP.5fa2b72c.0009e7a1	user_options->increment	0
TOP.5fa2b72c.0009e7a1	user_options->increment_max	256
TOP.5fa2b72c.0009e7a1	user_options->increment_min	1
TOP.5fa2b72c.0009e7a1	user_options->keep_guessing	0
TOP.5fa2b72c.0009e7a1	user_options->kernel_accel	0
TOP.5fa2b72c.0009e7a1	user_options->kernel_loops	0
TOP.5fa2b72c.0009e7a1	user_options->kernel_threads	0
TOP.5fa2b72c.0009e7a1	user_options->keyspace	0
TOP.5fa2b72c.0009e7a1	user_options->left	0
TOP.5fa2b72c.0009e7a1	user_options->logfile_disable	0
TOP.5fa2b72c.0009e7a1	user_options->loopback	0
TOP.5fa2b72c.0009e7a1	user_options->machine_readable	0
TOP.5fa2b72c.0009e7a1	user_options->markov_classic	0
TOP.5fa2b72c.0009e7a1	user_options->markov_disable	0
TOP.5fa2b72c.0009e7a1	user_options->markov_threshold	256
TOP.5fa2b72c.0009e7a1	user_options->backend_info	0
TOP.5fa2b72c.0009e7a1	user_options->backend_vector_width	0
TOP.5fa2b72c.0009e7a1	user_options->optimized_kernel_enable	0
TOP.5fa2b72c.0009e7a1	user_options->outfile_autohex	1
TOP.5fa2b72c.0009e7a1	user_options->outfile_check_timer	5
TOP.5fa2b72c.0009e7a1	user_options->outfile_format	3
TOP.5fa2b72c.0009e7a1	user_options->wordlist_autohex_disable	0
TOP.5fa2b72c.0009e7a1	user_options->potfile_disable	0
TOP.5fa2b72c.0009e7a1	user_options->progress_only	0
TOP.5fa2b72c.0009e7a1	user_options->quiet	0
TOP.5fa2b72c.0009e7a1	user_options->remove	0
TOP.5fa2b72c.0009e7a1	user_options->remove_timer	60
TOP.5fa2b72c.0009e7a1	user_options->restore	0
TOP.5fa2b72c.0009e7a1	user_options->restore_disable	0
TOP.5fa2b72c.0009e7a1	user_options->restore_timer	60
TOP.5fa2b72c.0009e7a1	user_options->rp_files_cnt	0
TOP.5fa2b72c.0009e7a1	user_options->rp_gen	0
TOP.5fa2b72c.0009e7a1	user_options->rp_gen_func_max	4
TOP.5fa2b72c.0009e7a1	user_options->rp_gen_func_min	1
TOP.5fa2b72c.0009e7a1	user_options->rp_gen_seed	0
TOP.5fa2b72c.0009e7a1	user_options->runtime	0
TOP.5fa2b72c.0009e7a1	user_options->scrypt_tmto	0
TOP.5fa2b72c.0009e7a1	user_options->segment_size	33554432
TOP.5fa2b72c.0009e7a1	user_options->self_test_disable	0
TOP.5fa2b72c.0009e7a1	user_options->slow_candidates	0
TOP.5fa2b72c.0009e7a1	user_options->show	0
TOP.5fa2b72c.0009e7a1	user_options->speed_only	0
TOP.5fa2b72c.0009e7a1	user_options->spin_damp	0
TOP.5fa2b72c.0009e7a1	user_options->status	0
TOP.5fa2b72c.0009e7a1	user_options->status_json	0
TOP.5fa2b72c.0009e7a1	user_options->status_timer	10
TOP.5fa2b72c.0009e7a1	user_options->stdout_flag	0
TOP.5fa2b72c.0009e7a1	user_options->usage	0
TOP.5fa2b72c.0009e7a1	user_options->username	0
TOP.5fa2b72c.0009e7a1	user_options->veracrypt_pim_start	485
TOP.5fa2b72c.0009e7a1	user_options->veracrypt_pim_stop	485
TOP.5fa2b72c.0009e7a1	user_options->version	0
TOP.5fa2b72c.0009e7a1	user_options->workload_profile	2
TOP.5fa2b72c.0009e7a1	user_options->brain_client	0
TOP.5fa2b72c.0009e7a1	user_options->brain_client_features	2
TOP.5fa2b72c.0009e7a1	user_options->brain_server	0
TOP.5fa2b72c.0009e7a1	user_options->brain_server_timer	300
TOP.5fa2b72c.0009e7a1	user_options->brain_port	6863
TOP.5fa2b72c.0009e7a1	user_options->brain_session	0
TOP.5fa2b72c.0009e7a1	proc_start	1604499244
TOP.5fa2b72c.0009e7a1	proc_stop	1604499244
TOP.5fa2b72c.0009e7a1	STOP
TOP.5fa2c388.0002469a	START
TOP.5fa2c388.0002469a	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2c388.0002469a	folder_config->install_dir	.
TOP.5fa2c388.0002469a	folder_config->profile_dir	.
TOP.5fa2c388.0002469a	folder_config->session_dir	.
TOP.5fa2c388.0002469a	folder_config->shared_dir	.
TOP.5fa2c388.0002469a	user_options->separator	:
TOP.5fa2c388.0002469a	user_options->encoding_from	utf-8
TOP.5fa2c388.0002469a	user_options->encoding_to	utf-8
TOP.5fa2c388.0002469a	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\hola
TOP.5fa2c388.0002469a	user_options->rule_buf_l	:
TOP.5fa2c388.0002469a	user_options->rule_buf_r	:
TOP.5fa2c388.0002469a	user_options->session	hashcat
TOP.5fa2c388.0002469a	user_options->limit	0
TOP.5fa2c388.0002469a	user_options->skip	0
TOP.5fa2c388.0002469a	user_options->attack_mode	0
TOP.5fa2c388.0002469a	user_options->benchmark	0
TOP.5fa2c388.0002469a	user_options->benchmark_all	0
TOP.5fa2c388.0002469a	user_options->bitmap_max	18
TOP.5fa2c388.0002469a	user_options->bitmap_min	16
TOP.5fa2c388.0002469a	user_options->debug_mode	0
TOP.5fa2c388.0002469a	user_options->example_hashes	0
TOP.5fa2c388.0002469a	user_options->force	0
TOP.5fa2c388.0002469a	user_options->hwmon_disable	0
TOP.5fa2c388.0002469a	user_options->hwmon_temp_abort	90
TOP.5fa2c388.0002469a	user_options->hash_mode	0
TOP.5fa2c388.0002469a	user_options->hex_charset	0
TOP.5fa2c388.0002469a	user_options->hex_salt	0
TOP.5fa2c388.0002469a	user_options->hex_wordlist	0
TOP.5fa2c388.0002469a	user_options->hook_threads	8
TOP.5fa2c388.0002469a	user_options->increment	0
TOP.5fa2c388.0002469a	user_options->increment_max	256
TOP.5fa2c388.0002469a	user_options->increment_min	1
TOP.5fa2c388.0002469a	user_options->keep_guessing	0
TOP.5fa2c388.0002469a	user_options->kernel_accel	0
TOP.5fa2c388.0002469a	user_options->kernel_loops	0
TOP.5fa2c388.0002469a	user_options->kernel_threads	0
TOP.5fa2c388.0002469a	user_options->keyspace	0
TOP.5fa2c388.0002469a	user_options->left	0
TOP.5fa2c388.0002469a	user_options->logfile_disable	0
TOP.5fa2c388.0002469a	user_options->loopback	0
TOP.5fa2c388.0002469a	user_options->machine_readable	0
TOP.5fa2c388.0002469a	user_options->markov_classic	0
TOP.5fa2c388.0002469a	user_options->markov_disable	0
TOP.5fa2c388.0002469a	user_options->markov_threshold	256
TOP.5fa2c388.0002469a	user_options->backend_info	0
TOP.5fa2c388.0002469a	user_options->backend_vector_width	0
TOP.5fa2c388.0002469a	user_options->optimized_kernel_enable	0
TOP.5fa2c388.0002469a	user_options->outfile_autohex	1
TOP.5fa2c388.0002469a	user_options->outfile_check_timer	5
TOP.5fa2c388.0002469a	user_options->outfile_format	3
TOP.5fa2c388.0002469a	user_options->wordlist_autohex_disable	0
TOP.5fa2c388.0002469a	user_options->potfile_disable	0
TOP.5fa2c388.0002469a	user_options->progress_only	0
TOP.5fa2c388.0002469a	user_options->quiet	0
TOP.5fa2c388.0002469a	user_options->remove	0
TOP.5fa2c388.0002469a	user_options->remove_timer	60
TOP.5fa2c388.0002469a	user_options->restore	0
TOP.5fa2c388.0002469a	user_options->restore_disable	0
TOP.5fa2c388.0002469a	user_options->restore_timer	60
TOP.5fa2c388.0002469a	user_options->rp_files_cnt	0
TOP.5fa2c388.0002469a	user_options->rp_gen	0
TOP.5fa2c388.0002469a	user_options->rp_gen_func_max	4
TOP.5fa2c388.0002469a	user_options->rp_gen_func_min	1
TOP.5fa2c388.0002469a	user_options->rp_gen_seed	0
TOP.5fa2c388.0002469a	user_options->runtime	0
TOP.5fa2c388.0002469a	user_options->scrypt_tmto	0
TOP.5fa2c388.0002469a	user_options->segment_size	33554432
TOP.5fa2c388.0002469a	user_options->self_test_disable	0
TOP.5fa2c388.0002469a	user_options->slow_candidates	0
TOP.5fa2c388.0002469a	user_options->show	0
TOP.5fa2c388.0002469a	user_options->speed_only	0
TOP.5fa2c388.0002469a	user_options->spin_damp	0
TOP.5fa2c388.0002469a	user_options->status	0
TOP.5fa2c388.0002469a	user_options->status_json	0
TOP.5fa2c388.0002469a	user_options->status_timer	10
TOP.5fa2c388.0002469a	user_options->stdout_flag	0
TOP.5fa2c388.0002469a	user_options->usage	0
TOP.5fa2c388.0002469a	user_options->username	0
TOP.5fa2c388.0002469a	user_options->veracrypt_pim_start	485
TOP.5fa2c388.0002469a	user_options->veracrypt_pim_stop	485
TOP.5fa2c388.0002469a	user_options->version	0
TOP.5fa2c388.0002469a	user_options->workload_profile	2
TOP.5fa2c388.0002469a	user_options->brain_client	0
TOP.5fa2c388.0002469a	user_options->brain_client_features	2
TOP.5fa2c388.0002469a	user_options->brain_server	0
TOP.5fa2c388.0002469a	user_options->brain_server_timer	300
TOP.5fa2c388.0002469a	user_options->brain_port	6863
TOP.5fa2c388.0002469a	user_options->brain_session	0
TOP.5fa2c388.0002469a	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa2c388.0002469a	hashes->hashlist_mode	5
TOP.5fa2c388.0002469a	hashes->hashlist_format	0
TOP.5fa2c388.0002469a	hashes->hashes_cnt	0
TOP.5fa2c388.0002469a	hashes->digests_cnt	1000
TOP.5fa2c388.0002469a	hashes->digests_done	0
TOP.5fa2c388.0002469a	hashes->salts_cnt	1
TOP.5fa2c388.0002469a	hashes->salts_done	0
TOP.5fa2c388.0002469a	SUB.5fa2c388.0006367d	START
TOP.5fa2c388.0002469a	SUB.5fa2c388.0006367d	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa2c388.0002469a	SUB.5fa2c388.0006367d	runtime_start	1604502408
TOP.5fa2c388.0002469a	SUB.5fa2c388.0006367d	runtime_stop	1604502418
TOP.5fa2c388.0002469a	SUB.5fa2c388.0006367d	status-after-work	6
TOP.5fa2c388.0002469a	SUB.5fa2c388.0006367d	STOP
TOP.5fa2c388.0002469a	proc_start	1604502408
TOP.5fa2c388.0002469a	proc_stop	1604502419
TOP.5fa2c388.0002469a	STOP
TOP.5fa2c434.0005583c	START
TOP.5fa2c434.0005583c	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2c434.0005583c	folder_config->install_dir	.
TOP.5fa2c434.0005583c	folder_config->profile_dir	.
TOP.5fa2c434.0005583c	folder_config->session_dir	.
TOP.5fa2c434.0005583c	folder_config->shared_dir	.
TOP.5fa2c434.0005583c	user_options->separator	:
TOP.5fa2c434.0005583c	user_options->encoding_from	utf-8
TOP.5fa2c434.0005583c	user_options->encoding_to	utf-8
TOP.5fa2c434.0005583c	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\hola
TOP.5fa2c434.0005583c	user_options->rule_buf_l	:
TOP.5fa2c434.0005583c	user_options->rule_buf_r	:
TOP.5fa2c434.0005583c	user_options->session	hashcat
TOP.5fa2c434.0005583c	user_options->limit	0
TOP.5fa2c434.0005583c	user_options->skip	0
TOP.5fa2c434.0005583c	user_options->attack_mode	0
TOP.5fa2c434.0005583c	user_options->benchmark	0
TOP.5fa2c434.0005583c	user_options->benchmark_all	0
TOP.5fa2c434.0005583c	user_options->bitmap_max	18
TOP.5fa2c434.0005583c	user_options->bitmap_min	16
TOP.5fa2c434.0005583c	user_options->debug_mode	0
TOP.5fa2c434.0005583c	user_options->example_hashes	0
TOP.5fa2c434.0005583c	user_options->force	0
TOP.5fa2c434.0005583c	user_options->hwmon_disable	0
TOP.5fa2c434.0005583c	user_options->hwmon_temp_abort	90
TOP.5fa2c434.0005583c	user_options->hash_mode	0
TOP.5fa2c434.0005583c	user_options->hex_charset	0
TOP.5fa2c434.0005583c	user_options->hex_salt	0
TOP.5fa2c434.0005583c	user_options->hex_wordlist	0
TOP.5fa2c434.0005583c	user_options->hook_threads	8
TOP.5fa2c434.0005583c	user_options->increment	0
TOP.5fa2c434.0005583c	user_options->increment_max	256
TOP.5fa2c434.0005583c	user_options->increment_min	1
TOP.5fa2c434.0005583c	user_options->keep_guessing	0
TOP.5fa2c434.0005583c	user_options->kernel_accel	0
TOP.5fa2c434.0005583c	user_options->kernel_loops	0
TOP.5fa2c434.0005583c	user_options->kernel_threads	0
TOP.5fa2c434.0005583c	user_options->keyspace	0
TOP.5fa2c434.0005583c	user_options->left	0
TOP.5fa2c434.0005583c	user_options->logfile_disable	0
TOP.5fa2c434.0005583c	user_options->loopback	0
TOP.5fa2c434.0005583c	user_options->machine_readable	0
TOP.5fa2c434.0005583c	user_options->markov_classic	0
TOP.5fa2c434.0005583c	user_options->markov_disable	0
TOP.5fa2c434.0005583c	user_options->markov_threshold	256
TOP.5fa2c434.0005583c	user_options->backend_info	0
TOP.5fa2c434.0005583c	user_options->backend_vector_width	0
TOP.5fa2c434.0005583c	user_options->optimized_kernel_enable	0
TOP.5fa2c434.0005583c	user_options->outfile_autohex	1
TOP.5fa2c434.0005583c	user_options->outfile_check_timer	5
TOP.5fa2c434.0005583c	user_options->outfile_format	3
TOP.5fa2c434.0005583c	user_options->wordlist_autohex_disable	0
TOP.5fa2c434.0005583c	user_options->potfile_disable	0
TOP.5fa2c434.0005583c	user_options->progress_only	0
TOP.5fa2c434.0005583c	user_options->quiet	0
TOP.5fa2c434.0005583c	user_options->remove	0
TOP.5fa2c434.0005583c	user_options->remove_timer	60
TOP.5fa2c434.0005583c	user_options->restore	0
TOP.5fa2c434.0005583c	user_options->restore_disable	0
TOP.5fa2c434.0005583c	user_options->restore_timer	60
TOP.5fa2c434.0005583c	user_options->rp_files_cnt	0
TOP.5fa2c434.0005583c	user_options->rp_gen	0
TOP.5fa2c434.0005583c	user_options->rp_gen_func_max	4
TOP.5fa2c434.0005583c	user_options->rp_gen_func_min	1
TOP.5fa2c434.0005583c	user_options->rp_gen_seed	0
TOP.5fa2c434.0005583c	user_options->runtime	0
TOP.5fa2c434.0005583c	user_options->scrypt_tmto	0
TOP.5fa2c434.0005583c	user_options->segment_size	33554432
TOP.5fa2c434.0005583c	user_options->self_test_disable	0
TOP.5fa2c434.0005583c	user_options->slow_candidates	0
TOP.5fa2c434.0005583c	user_options->show	0
TOP.5fa2c434.0005583c	user_options->speed_only	0
TOP.5fa2c434.0005583c	user_options->spin_damp	0
TOP.5fa2c434.0005583c	user_options->status	0
TOP.5fa2c434.0005583c	user_options->status_json	0
TOP.5fa2c434.0005583c	user_options->status_timer	10
TOP.5fa2c434.0005583c	user_options->stdout_flag	0
TOP.5fa2c434.0005583c	user_options->usage	0
TOP.5fa2c434.0005583c	user_options->username	0
TOP.5fa2c434.0005583c	user_options->veracrypt_pim_start	485
TOP.5fa2c434.0005583c	user_options->veracrypt_pim_stop	485
TOP.5fa2c434.0005583c	user_options->version	0
TOP.5fa2c434.0005583c	user_options->workload_profile	2
TOP.5fa2c434.0005583c	user_options->brain_client	0
TOP.5fa2c434.0005583c	user_options->brain_client_features	2
TOP.5fa2c434.0005583c	user_options->brain_server	0
TOP.5fa2c434.0005583c	user_options->brain_server_timer	300
TOP.5fa2c434.0005583c	user_options->brain_port	6863
TOP.5fa2c434.0005583c	user_options->brain_session	0
TOP.5fa2c434.0005583c	proc_start	1604502580
TOP.5fa2c434.0005583c	proc_stop	1604502580
TOP.5fa2c434.0005583c	STOP
TOP.5fa2c7e3.00098036	START
TOP.5fa2c7e3.00098036	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2c7e3.00098036	folder_config->install_dir	.
TOP.5fa2c7e3.00098036	folder_config->profile_dir	.
TOP.5fa2c7e3.00098036	folder_config->session_dir	.
TOP.5fa2c7e3.00098036	folder_config->shared_dir	.
TOP.5fa2c7e3.00098036	user_options->separator	:
TOP.5fa2c7e3.00098036	user_options->encoding_from	utf-8
TOP.5fa2c7e3.00098036	user_options->encoding_to	utf-8
TOP.5fa2c7e3.00098036	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\test
TOP.5fa2c7e3.00098036	user_options->rule_buf_l	:
TOP.5fa2c7e3.00098036	user_options->rule_buf_r	:
TOP.5fa2c7e3.00098036	user_options->session	hashcat
TOP.5fa2c7e3.00098036	user_options->limit	0
TOP.5fa2c7e3.00098036	user_options->skip	0
TOP.5fa2c7e3.00098036	user_options->attack_mode	0
TOP.5fa2c7e3.00098036	user_options->benchmark	0
TOP.5fa2c7e3.00098036	user_options->benchmark_all	0
TOP.5fa2c7e3.00098036	user_options->bitmap_max	18
TOP.5fa2c7e3.00098036	user_options->bitmap_min	16
TOP.5fa2c7e3.00098036	user_options->debug_mode	0
TOP.5fa2c7e3.00098036	user_options->example_hashes	0
TOP.5fa2c7e3.00098036	user_options->force	0
TOP.5fa2c7e3.00098036	user_options->hwmon_disable	0
TOP.5fa2c7e3.00098036	user_options->hwmon_temp_abort	90
TOP.5fa2c7e3.00098036	user_options->hash_mode	0
TOP.5fa2c7e3.00098036	user_options->hex_charset	0
TOP.5fa2c7e3.00098036	user_options->hex_salt	0
TOP.5fa2c7e3.00098036	user_options->hex_wordlist	0
TOP.5fa2c7e3.00098036	user_options->hook_threads	8
TOP.5fa2c7e3.00098036	user_options->increment	0
TOP.5fa2c7e3.00098036	user_options->increment_max	256
TOP.5fa2c7e3.00098036	user_options->increment_min	1
TOP.5fa2c7e3.00098036	user_options->keep_guessing	0
TOP.5fa2c7e3.00098036	user_options->kernel_accel	0
TOP.5fa2c7e3.00098036	user_options->kernel_loops	0
TOP.5fa2c7e3.00098036	user_options->kernel_threads	0
TOP.5fa2c7e3.00098036	user_options->keyspace	0
TOP.5fa2c7e3.00098036	user_options->left	0
TOP.5fa2c7e3.00098036	user_options->logfile_disable	0
TOP.5fa2c7e3.00098036	user_options->loopback	0
TOP.5fa2c7e3.00098036	user_options->machine_readable	0
TOP.5fa2c7e3.00098036	user_options->markov_classic	0
TOP.5fa2c7e3.00098036	user_options->markov_disable	0
TOP.5fa2c7e3.00098036	user_options->markov_threshold	256
TOP.5fa2c7e3.00098036	user_options->backend_info	0
TOP.5fa2c7e3.00098036	user_options->backend_vector_width	0
TOP.5fa2c7e3.00098036	user_options->optimized_kernel_enable	0
TOP.5fa2c7e3.00098036	user_options->outfile_autohex	1
TOP.5fa2c7e3.00098036	user_options->outfile_check_timer	5
TOP.5fa2c7e3.00098036	user_options->outfile_format	3
TOP.5fa2c7e3.00098036	user_options->wordlist_autohex_disable	0
TOP.5fa2c7e3.00098036	user_options->potfile_disable	0
TOP.5fa2c7e3.00098036	user_options->progress_only	0
TOP.5fa2c7e3.00098036	user_options->quiet	0
TOP.5fa2c7e3.00098036	user_options->remove	0
TOP.5fa2c7e3.00098036	user_options->remove_timer	60
TOP.5fa2c7e3.00098036	user_options->restore	0
TOP.5fa2c7e3.00098036	user_options->restore_disable	0
TOP.5fa2c7e3.00098036	user_options->restore_timer	60
TOP.5fa2c7e3.00098036	user_options->rp_files_cnt	0
TOP.5fa2c7e3.00098036	user_options->rp_gen	0
TOP.5fa2c7e3.00098036	user_options->rp_gen_func_max	4
TOP.5fa2c7e3.00098036	user_options->rp_gen_func_min	1
TOP.5fa2c7e3.00098036	user_options->rp_gen_seed	0
TOP.5fa2c7e3.00098036	user_options->runtime	0
TOP.5fa2c7e3.00098036	user_options->scrypt_tmto	0
TOP.5fa2c7e3.00098036	user_options->segment_size	33554432
TOP.5fa2c7e3.00098036	user_options->self_test_disable	0
TOP.5fa2c7e3.00098036	user_options->slow_candidates	0
TOP.5fa2c7e3.00098036	user_options->show	0
TOP.5fa2c7e3.00098036	user_options->speed_only	0
TOP.5fa2c7e3.00098036	user_options->spin_damp	0
TOP.5fa2c7e3.00098036	user_options->status	0
TOP.5fa2c7e3.00098036	user_options->status_json	0
TOP.5fa2c7e3.00098036	user_options->status_timer	10
TOP.5fa2c7e3.00098036	user_options->stdout_flag	0
TOP.5fa2c7e3.00098036	user_options->usage	0
TOP.5fa2c7e3.00098036	user_options->username	0
TOP.5fa2c7e3.00098036	user_options->veracrypt_pim_start	485
TOP.5fa2c7e3.00098036	user_options->veracrypt_pim_stop	485
TOP.5fa2c7e3.00098036	user_options->version	0
TOP.5fa2c7e3.00098036	user_options->workload_profile	2
TOP.5fa2c7e3.00098036	user_options->brain_client	0
TOP.5fa2c7e3.00098036	user_options->brain_client_features	2
TOP.5fa2c7e3.00098036	user_options->brain_server	0
TOP.5fa2c7e3.00098036	user_options->brain_server_timer	300
TOP.5fa2c7e3.00098036	user_options->brain_port	6863
TOP.5fa2c7e3.00098036	user_options->brain_session	0
TOP.5fa2c7e3.00098036	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa2c7e3.00098036	hashes->hashlist_mode	5
TOP.5fa2c7e3.00098036	hashes->hashlist_format	0
TOP.5fa2c7e3.00098036	hashes->hashes_cnt	0
TOP.5fa2c7e3.00098036	hashes->digests_cnt	1000
TOP.5fa2c7e3.00098036	hashes->digests_done	0
TOP.5fa2c7e3.00098036	hashes->salts_cnt	1
TOP.5fa2c7e3.00098036	hashes->salts_done	0
TOP.5fa2c7e3.00098036	SUB.5fa2c7e3.000cf47c	START
TOP.5fa2c7e3.00098036	SUB.5fa2c7e3.000cf47c	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_1.dict
TOP.5fa2c7e3.00098036	SUB.5fa2c7e3.000cf47c	runtime_start	1604503523
TOP.5fa2c7e3.00098036	SUB.5fa2c7e3.000cf47c	runtime_stop	1604503524
TOP.5fa2c7e3.00098036	SUB.5fa2c7e3.000cf47c	status-after-work	5
TOP.5fa2c7e3.00098036	SUB.5fa2c7e3.000cf47c	STOP
TOP.5fa2c7e3.00098036	proc_start	1604503523
TOP.5fa2c7e3.00098036	proc_stop	1604503525
TOP.5fa2c7e3.00098036	STOP
TOP.5fa2c858.00089813	START
TOP.5fa2c858.00089813	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2c858.00089813	folder_config->install_dir	.
TOP.5fa2c858.00089813	folder_config->profile_dir	.
TOP.5fa2c858.00089813	folder_config->session_dir	.
TOP.5fa2c858.00089813	folder_config->shared_dir	.
TOP.5fa2c858.00089813	user_options->separator	:
TOP.5fa2c858.00089813	user_options->encoding_from	utf-8
TOP.5fa2c858.00089813	user_options->encoding_to	utf-8
TOP.5fa2c858.00089813	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\test
TOP.5fa2c858.00089813	user_options->rule_buf_l	:
TOP.5fa2c858.00089813	user_options->rule_buf_r	:
TOP.5fa2c858.00089813	user_options->session	hashcat
TOP.5fa2c858.00089813	user_options->limit	0
TOP.5fa2c858.00089813	user_options->skip	0
TOP.5fa2c858.00089813	user_options->attack_mode	0
TOP.5fa2c858.00089813	user_options->benchmark	0
TOP.5fa2c858.00089813	user_options->benchmark_all	0
TOP.5fa2c858.00089813	user_options->bitmap_max	18
TOP.5fa2c858.00089813	user_options->bitmap_min	16
TOP.5fa2c858.00089813	user_options->debug_mode	0
TOP.5fa2c858.00089813	user_options->example_hashes	0
TOP.5fa2c858.00089813	user_options->force	0
TOP.5fa2c858.00089813	user_options->hwmon_disable	0
TOP.5fa2c858.00089813	user_options->hwmon_temp_abort	90
TOP.5fa2c858.00089813	user_options->hash_mode	0
TOP.5fa2c858.00089813	user_options->hex_charset	0
TOP.5fa2c858.00089813	user_options->hex_salt	0
TOP.5fa2c858.00089813	user_options->hex_wordlist	0
TOP.5fa2c858.00089813	user_options->hook_threads	8
TOP.5fa2c858.00089813	user_options->increment	0
TOP.5fa2c858.00089813	user_options->increment_max	256
TOP.5fa2c858.00089813	user_options->increment_min	1
TOP.5fa2c858.00089813	user_options->keep_guessing	0
TOP.5fa2c858.00089813	user_options->kernel_accel	0
TOP.5fa2c858.00089813	user_options->kernel_loops	0
TOP.5fa2c858.00089813	user_options->kernel_threads	0
